conversation_id,luhf_tag,escalation,total_turns,user_turns_before_escalation,total_user_turns,nlu_positive_count,nlu_neutral_count,nlu_negative_count,nlg_positive_count,nlg_neutral_count,nlg_negative_count,nlg_neg_intents,last_bot_intent,nlu_trajectory_index,nlg_trajectory_index,composite_trajectory_index,nlu_density_index,composite_density_index,adjusted_composite_index,last_turn_speaker,transfer_assumed_success,escalation_final_turn_proximity,early_escalation_but_luhf,pre_escalation_final4_score,final4_turns_composite_score,final4_score_with_length_penalty
11,not_luhf,not_escalation,22,10,10,6,2,2,1,10,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4,0.18181818181818182,1.3314843347923182,nlu,False,False,False,3,3,0.9986132510942387
12,not_luhf,not_escalation,22,10,10,4,3,3,1,10,1,disambiguate_user_profile,confirm_date_scheduled,1,0,1,0.1,0.045454545454545456,0.33287108369807955,nlu,False,False,False,3,3,0.9986132510942387
13,not_luhf,escalation,18,6,8,2,4,2,0,10,0,,ask_additional_service,0,0,0,0.0,0.0,0.0,nlg,False,False,False,0,-1,-0.4065696597405991
14,not_luhf,not_escalation,17,7,7,4,3,0,0,9,1,disambiguate_user_profile,propose_date,4,-1,3,0.5714285714285714,0.17647058823529413,1.28224479584618,nlg,False,False,False,1,1,0.42741493194872665
15,luhf,not_escalation,27,11,11,2,6,3,0,15,1,working_on_previous_request,propose_date,-1,-1,-2,-0.09090909090909091,-0.07407407407407407,-0.518480521291783,nlg,False,False,False,1,1,0.2592402606458915
16,not_luhf,not_escalation,21,10,10,3,5,2,0,11,0,,transportation_of_device,1,0,1,0.1,0.047619047619047616,0.3499377491111553,nlu,False,False,False,0,0,0.0
17,luhf,not_escalation,29,12,12,5,3,4,1,14,2,"no_pre_existing_schedule,disambiguate_user_profile",time_asked_unavailable_propose_new,1,-1,0,0.08333333333333333,0.0,0.0,nlu,False,False,False,2,2,0.46914057618759525
18,not_luhf,not_escalation,24,11,11,5,5,1,1,10,2,"disambiguate_user_profile,disambiguate_user_profile",confirm_date_scheduled,4,-1,3,0.36363636363636365,0.125,0.9035826357366061,nlu,False,False,False,3,3,0.9035826357366061
19,not_luhf,not_escalation,20,9,9,6,2,1,1,9,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.5555555555555556,0.25,1.8393972058572117,nlu,False,False,False,3,3,1.103638323514327
20,not_luhf,not_escalation,26,12,12,5,6,1,1,13,0,,confirm_date_scheduled,4,1,5,0.3333333333333333,0.19230769230769232,1.362658965170063,nlu,False,False,False,3,3,0.8175953791020378
21,not_luhf,not_escalation,18,8,8,4,3,1,1,9,0,,confirm_date_scheduled,3,1,4,0.375,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
22,luhf,not_escalation,27,12,12,4,2,6,0,14,1,disambiguate_user_profile,ask_time_preference,-2,-1,-3,-0.16666666666666666,-0.1111111111111111,-0.7777207819376746,nlg,False,False,False,-2,-2,-0.518480521291783
23,not_luhf,not_escalation,18,8,8,4,3,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.375,0.16666666666666666,1.2197089792217972,nlu,False,False,False,3,3,1.2197089792217972
24,not_luhf,not_escalation,22,9,9,3,3,3,0,11,2,"disambiguate_user_profile,did_not_understand",propose_date,0,-2,-2,0.0,-0.09090909090909091,-0.6657421673961591,nlg,False,False,False,0,0,0.0
25,not_luhf,not_escalation,28,14,14,5,5,4,0,13,1,disambiguate_user_profile,propose_date,1,-1,0,0.07142857142857142,0.0,0.0,nlu,False,False,False,0,0,0.0
26,luhf,not_escalation,24,10,10,3,5,2,0,12,2,"did_not_understand,did_not_understand",ask_last_name,1,-2,-1,0.1,-0.041666666666666664,-0.301194211912202,nlg,False,False,False,-2,-2,-0.602388423824404
27,not_luhf,not_escalation,33,15,15,7,5,3,1,17,0,,confirm_date_scheduled,4,1,5,0.26666666666666666,0.15151515151515152,0.9602495431037704,nlu,False,False,False,3,3,0.5761497258622622
28,luhf,not_escalation,33,15,15,7,3,5,0,17,1,disambiguate_user_profile,propose_date,2,-1,1,0.13333333333333333,0.030303030303030304,0.19204990862075408,nlg,False,False,False,-2,-2,-0.38409981724150816
29,luhf,not_escalation,39,18,18,7,3,8,0,19,2,"disambiguate_user_profile,failed_schedule_warning",propose_other_transportation_of_device,-1,-2,-3,-0.05555555555555555,-0.07692307692307693,-0.42682221475954063,nlg,False,False,False,-2,-2,-0.28454814317302707
30,luhf,not_escalation,18,8,8,2,6,0,0,10,0,,transportation_of_device,2,0,2,0.25,0.1111111111111111,0.8131393194811982,nlg,False,False,False,0,0,0.0
31,not_luhf,not_escalation,21,9,9,5,2,2,0,11,1,disambiguate_user_profile,propose_date,3,-1,2,0.3333333333333333,0.09523809523809523,0.6998754982223107,nlu,False,False,False,2,2,0.6998754982223107
32,not_luhf,not_escalation,23,11,11,4,4,3,1,10,1,disambiguate_user_profile,confirm_date_scheduled,1,0,1,0.09090909090909091,0.043478260869565216,0.31663676937905316,nlu,False,False,False,3,3,0.9499103081371595
33,luhf,not_escalation,23,10,10,5,2,3,0,12,1,disambiguate_user_profile,time_asked_unavailable_propose_new,2,-1,1,0.2,0.043478260869565216,0.31663676937905316,nlg,False,False,False,0,0,0.0
34,not_luhf,not_escalation,20,9,9,5,2,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.3333333333333333,0.15,1.103638323514327,nlu,False,False,False,3,3,1.103638323514327
35,luhf,not_escalation,19,8,8,3,2,3,0,10,1,disambiguate_user_profile,propose_date,0,-1,-1,0.0,-0.05263157894736842,-0.3867410234545012,nlg,False,False,False,1,1,0.3867410234545012
36,not_luhf,not_escalation,22,10,10,6,2,2,1,10,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4,0.18181818181818182,1.3314843347923182,nlu,False,False,False,3,3,0.9986132510942387
37,luhf,not_escalation,17,7,7,3,3,1,0,9,1,disambiguate_user_profile,propose_date,2,-1,1,0.2857142857142857,0.058823529411764705,0.42741493194872665,nlg,False,False,False,0,0,0.0
38,luhf,not_escalation,16,7,7,3,3,1,0,8,1,disambiguate_user_profile,ask_additional_service,2,-1,1,0.2857142857142857,0.0625,0.44932896411722156,nlg,False,False,False,0,0,0.0
39,not_luhf,not_escalation,26,11,11,6,1,4,0,15,0,,propose_date,2,0,2,0.18181818181818182,0.07692307692307693,0.5450635860680252,nlg,False,False,False,0,0,0.0
40,luhf,not_escalation,19,8,8,4,3,1,0,10,1,disambiguate_user_profile,propose_date,3,-1,2,0.375,0.10526315789473684,0.7734820469090024,nlg,False,False,False,1,1,0.3867410234545012
41,not_luhf,not_escalation,25,11,11,3,6,2,0,14,0,,propose_date,1,0,1,0.09090909090909091,0.04,0.2865047968601901,nlg,False,False,False,1,1,0.2865047968601901
42,not_luhf,not_escalation,24,11,11,7,3,1,0,12,1,disambiguate_user_profile,propose_date,6,-1,5,0.5454545454545454,0.20833333333333334,1.50597105956101,nlu,False,False,False,2,2,0.602388423824404
43,not_luhf,not_escalation,18,8,8,4,2,2,0,9,1,disambiguate_user_profile,propose_date,2,-1,1,0.25,0.05555555555555555,0.4065696597405991,nlu,False,False,False,2,2,0.8131393194811982
44,luhf,not_escalation,19,8,8,3,4,1,0,11,0,,ask_for_battery_health,2,0,2,0.25,0.10526315789473684,0.7734820469090024,nlg,False,False,False,1,1,0.3867410234545012
45,not_luhf,not_escalation,18,8,8,4,2,2,1,8,1,disambiguate_user_profile,confirm_date_scheduled,2,0,2,0.25,0.1111111111111111,0.8131393194811982,nlu,False,False,False,3,3,1.2197089792217972
46,not_luhf,not_escalation,27,12,12,6,2,4,1,13,1,disambiguate_user_profile,confirm_date_scheduled,2,0,2,0.16666666666666666,0.07407407407407407,0.518480521291783,nlg,False,False,False,3,3,0.7777207819376746
47,not_luhf,not_escalation,18,8,8,5,3,0,1,8,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.625,0.2777777777777778,2.0328482987029957,nlu,False,False,False,3,3,1.2197089792217972
48,not_luhf,not_escalation,18,8,8,6,1,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.625,0.2777777777777778,2.0328482987029957,nlu,False,False,False,3,3,1.2197089792217972
49,not_luhf,not_escalation,20,9,9,6,1,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4444444444444444,0.2,1.4715177646857693,nlu,False,False,False,3,3,1.103638323514327
50,not_luhf,not_escalation,29,13,13,3,5,5,0,14,2,"disambiguate_user_profile,disambiguate_user_profile",ask_time_preference,-2,-2,-4,-0.15384615384615385,-0.13793103448275862,-0.9382811523751905,nlg,False,False,False,0,0,0.0
51,luhf,not_escalation,17,7,7,3,2,2,0,9,1,disambiguate_user_profile,ask_time_preference,1,-1,0,0.14285714285714285,0.0,0.0,nlg,False,False,False,-1,-1,-0.42741493194872665
52,not_luhf,not_escalation,20,9,9,5,2,2,1,8,2,"disambiguate_user_profile,disambiguate_user_profile",confirm_date_scheduled,3,-1,2,0.3333333333333333,0.1,0.7357588823428847,nlu,False,False,False,3,3,1.103638323514327
53,not_luhf,not_escalation,21,9,9,3,5,1,1,10,1,disambiguate_user_profile,confirm_date_scheduled,2,0,2,0.2222222222222222,0.09523809523809523,0.6998754982223107,nlg,False,False,False,2,2,0.6998754982223107
54,not_luhf,not_escalation,24,11,11,3,4,4,0,12,1,disambiguate_user_profile,time_asked_unavailable_propose_new,-1,-1,-2,-0.09090909090909091,-0.08333333333333333,-0.602388423824404,nlu,False,False,False,0,0,0.0
55,not_luhf,not_escalation,19,8,8,2,3,3,0,10,1,disambiguate_user_profile,propose_other_transportation_of_device,-1,-1,-2,-0.125,-0.10526315789473684,-0.7734820469090024,nlg,False,False,False,1,1,0.3867410234545012
56,luhf,not_escalation,17,7,7,3,1,3,0,9,1,disambiguate_user_profile,ask_time_preference,0,-1,-1,0.0,-0.058823529411764705,-0.42741493194872665,nlg,False,False,False,-1,-1,-0.42741493194872665
57,not_luhf,not_escalation,19,8,8,4,2,2,0,10,1,disambiguate_user_profile,propose_date,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlg,False,False,False,0,0,0.0
58,luhf,not_escalation,30,13,13,4,6,3,0,17,0,,propose_date,1,0,1,0.07692307692307693,0.03333333333333333,0.22313016014842982,nlg,False,False,False,0,0,0.0
59,not_luhf,not_escalation,28,13,13,6,5,2,1,13,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.3076923076923077,0.14285714285714285,0.9863878557664257,nlu,False,False,False,3,3,0.7397908918248193
60,not_luhf,not_escalation,17,8,8,3,4,1,0,8,1,disambiguate_user_profile,propose_other_transportation_of_device,2,-1,1,0.25,0.058823529411764705,0.42741493194872665,nlu,False,False,False,0,0,0.0
61,not_luhf,not_escalation,34,15,15,10,2,3,2,15,2,"disambiguate_user_profile,asked_date_too_far",confirm_date_scheduled,7,0,7,0.4666666666666667,0.20588235294117646,1.2787846683691422,nlu,False,False,False,3,3,0.5480505721582039
62,not_luhf,not_escalation,20,9,9,4,3,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,2,0,2,0.2222222222222222,0.1,0.7357588823428847,nlu,False,False,False,3,3,1.103638323514327
63,luhf,not_escalation,19,8,8,4,2,2,0,9,2,"disambiguate_user_profile,disambiguate_user_profile",propose_date,2,-2,0,0.25,0.0,0.0,nlg,False,False,False,1,1,0.3867410234545012
64,luhf,not_escalation,34,16,16,6,6,4,0,17,1,disambiguate_user_profile,ask_time_preference,2,-1,1,0.125,0.029411764705882353,0.1826835240527346,nlg,False,False,False,-2,-2,-0.3653670481054692
65,not_luhf,not_escalation,17,7,7,3,2,2,0,9,1,disambiguate_user_profile,propose_date,1,-1,0,0.14285714285714285,0.0,0.0,nlg,False,False,False,1,1,0.42741493194872665
66,not_luhf,not_escalation,19,8,8,4,3,1,0,10,1,disambiguate_user_profile,propose_date,3,-1,2,0.375,0.10526315789473684,0.7734820469090024,nlg,False,False,False,0,0,0.0
67,not_luhf,not_escalation,19,8,8,5,2,1,1,9,1,did_not_understand,confirm_date_scheduled,4,0,4,0.5,0.21052631578947367,1.5469640938180047,nlu,False,False,False,3,3,1.1602230703635035
68,luhf,not_escalation,19,8,8,3,2,3,0,10,1,disambiguate_user_profile,propose_date,0,-1,-1,0.0,-0.05263157894736842,-0.3867410234545012,nlg,False,False,False,-1,-1,-0.3867410234545012
69,not_luhf,not_escalation,24,11,11,5,1,5,0,12,1,disambiguate_user_profile,ask_time_preference,0,-1,-1,0.0,-0.041666666666666664,-0.301194211912202,nlu,False,False,False,0,0,0.0
70,luhf,not_escalation,21,9,9,3,2,4,0,11,1,disambiguate_user_profile,propose_date,-1,-1,-2,-0.1111111111111111,-0.09523809523809523,-0.6998754982223107,nlg,False,False,False,1,1,0.3499377491111553
71,not_luhf,not_escalation,19,8,8,3,2,3,0,9,2,"disambiguate_user_profile,disambiguate_user_profile",propose_date,0,-2,-2,0.0,-0.10526315789473684,-0.7734820469090024,nlg,False,False,False,1,1,0.3867410234545012
72,luhf,not_escalation,29,13,13,4,5,4,0,16,0,,time_asked_unavailable_propose_new,0,0,0,0.0,0.0,0.0,nlg,False,False,False,0,0,0.0
73,not_luhf,not_escalation,19,8,8,4,1,3,0,11,0,,propose_date,1,0,1,0.125,0.05263157894736842,0.3867410234545012,nlg,False,False,False,1,1,0.3867410234545012
74,not_luhf,not_escalation,28,13,13,7,1,5,1,13,1,disambiguate_user_profile,confirm_date_scheduled,2,0,2,0.15384615384615385,0.07142857142857142,0.49319392788321287,nlu,False,False,False,3,3,0.7397908918248193
75,not_luhf,not_escalation,26,12,12,6,4,2,1,12,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.3333333333333333,0.15384615384615385,1.0901271721360504,nlu,False,False,False,3,3,0.8175953791020378
76,luhf,not_escalation,25,11,11,4,5,2,0,13,1,failed_schedule_warning,failed_schedule_warning,2,-1,1,0.18181818181818182,0.04,0.2865047968601901,nlg,False,False,False,0,0,0.0
77,not_luhf,not_escalation,28,13,13,5,4,4,0,13,2,"disambiguate_user_profile,disambiguate_user_profile",ask_time_preference,1,-2,-1,0.07692307692307693,-0.03571428571428571,-0.24659696394160643,nlu,False,False,False,0,0,0.0
78,luhf,not_escalation,20,9,9,2,5,2,0,11,0,,transportation_of_device,0,0,0,0.0,0.0,0.0,nlg,False,False,False,0,0,0.0
79,not_luhf,not_escalation,18,8,8,5,2,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.5,0.2222222222222222,1.6262786389623964,nlu,False,False,False,3,3,1.2197089792217972
80,not_luhf,not_escalation,20,9,9,4,2,3,1,10,0,,confirm_change_schedule,1,1,2,0.1111111111111111,0.1,0.7357588823428847,nlg,False,False,False,2,2,0.7357588823428847
81,not_luhf,not_escalation,28,13,13,5,7,1,1,14,0,,confirm_date_scheduled,4,1,5,0.3076923076923077,0.17857142857142858,1.2329848197080322,nlu,False,False,False,3,3,0.7397908918248193
82,not_luhf,not_escalation,32,14,14,3,8,3,1,17,0,,confirm_date_scheduled,0,1,1,0.0,0.03125,0.20189651799465538,nlu,False,False,False,3,3,0.6056895539839662
83,not_luhf,not_escalation,24,11,11,8,2,1,2,10,1,disambiguate_user_profile,confirm_date_scheduled,7,1,8,0.6363636363636364,0.3333333333333333,2.409553695297616,nlu,False,False,False,2,2,0.602388423824404
84,not_luhf,not_escalation,25,11,11,6,3,2,2,11,1,disambiguate_user_profile,confirm_date_scheduled,4,1,5,0.36363636363636365,0.2,1.4325239843009505,nlu,False,False,False,4,4,1.1460191874407604
85,not_luhf,not_escalation,35,16,16,6,6,4,0,19,0,,propose_date,2,0,2,0.125,0.05714285714285714,0.3475478869008903,nlg,False,False,False,2,2,0.3475478869008903
86,luhf,not_escalation,25,10,10,4,3,3,1,13,1,disambiguate_user_profile,ask_time_preference,1,0,1,0.1,0.04,0.2865047968601901,nlg,False,False,False,0,0,0.0
87,not_luhf,not_escalation,20,9,9,3,5,1,0,11,0,,transportation_of_device,2,0,2,0.2222222222222222,0.1,0.7357588823428847,nlg,False,False,False,-1,-1,-0.36787944117144233
88,not_luhf,not_escalation,22,10,10,4,4,2,0,12,0,,propose_date,2,0,2,0.2,0.09090909090909091,0.6657421673961591,nlu,False,False,False,2,2,0.6657421673961591
89,not_luhf,not_escalation,18,8,8,4,3,1,0,9,1,disambiguate_user_profile,propose_date,3,-1,2,0.375,0.1111111111111111,0.8131393194811982,nlu,False,False,False,0,0,0.0
90,not_luhf,not_escalation,22,10,10,6,2,2,1,10,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4,0.18181818181818182,1.3314843347923182,nlu,False,False,False,3,3,0.9986132510942387
91,not_luhf,not_escalation,23,10,10,2,7,1,0,12,1,did_not_understand,ask_last_name,1,-1,0,0.1,0.0,0.0,nlu,False,False,False,0,0,0.0
92,not_luhf,not_escalation,18,8,8,4,3,1,0,9,1,disambiguate_user_profile,inform_schedule_inspection,3,-1,2,0.375,0.1111111111111111,0.8131393194811982,nlg,False,False,False,0,0,0.0
93,not_luhf,not_escalation,26,12,12,7,5,0,1,12,1,disambiguate_user_profile,confirm_date_scheduled,7,0,7,0.5833333333333334,0.2692307692307692,1.9077225512380882,nlu,False,False,False,2,2,0.5450635860680252
94,not_luhf,not_escalation,23,11,11,7,3,1,1,10,1,disambiguate_user_profile,confirm_date_scheduled,6,0,6,0.5454545454545454,0.2608695652173913,1.899820616274319,nlu,False,False,False,3,3,0.9499103081371595
95,luhf,not_escalation,34,16,16,5,7,4,0,18,0,,time_asked_unavailable_propose_new,1,0,1,0.0625,0.029411764705882353,0.1826835240527346,nlg,False,False,False,0,0,0.0
96,not_luhf,not_escalation,18,8,8,5,3,0,1,8,1,disambiguate_user_profile,confirm_date_scheduled,5,0,5,0.625,0.2777777777777778,2.0328482987029957,nlu,False,False,False,3,3,1.2197089792217972
97,luhf,not_escalation,27,13,13,5,4,4,0,13,1,disambiguate_user_profile,propose_date,1,-1,0,0.07692307692307693,0.0,0.0,nlu,False,False,False,0,0,0.0
98,not_luhf,not_escalation,20,8,8,5,2,1,2,8,2,"disambiguate_user_profile,asked_date_too_far",confirm_date_scheduled,4,0,4,0.5,0.2,1.4715177646857693,nlu,False,False,False,4,4,1.4715177646857693
99,not_luhf,not_escalation,24,11,11,3,5,3,0,13,0,,propose_date,0,0,0,0.0,0.0,0.0,nlu,False,False,False,0,0,0.0
100,luhf,not_escalation,29,13,13,8,2,3,1,15,0,,confirm_change_schedule,5,1,6,0.38461538461538464,0.20689655172413793,1.4074217285627857,nlg,False,False,False,3,3,0.7037108642813928
101,luhf,not_escalation,20,9,9,4,3,2,0,10,1,disambiguate_user_profile,propose_date,2,-1,1,0.2222222222222222,0.05,0.36787944117144233,nlg,False,False,False,-1,-1,-0.36787944117144233
102,not_luhf,not_escalation,19,8,8,3,4,1,0,10,1,disambiguate_user_profile,propose_date,2,-1,1,0.25,0.05263157894736842,0.3867410234545012,nlu,False,False,False,1,1,0.3867410234545012
103,luhf,not_escalation,25,11,11,1,8,2,0,14,0,,propose_date,-1,0,-1,-0.09090909090909091,-0.04,-0.2865047968601901,nlg,False,False,False,0,0,0.0
104,not_luhf,not_escalation,22,10,10,6,2,2,1,11,0,,confirm_change_schedule,4,1,5,0.4,0.22727272727272727,1.6643554184903977,nlu,False,False,False,3,3,0.9986132510942387
105,not_luhf,not_escalation,22,10,10,2,5,3,0,10,2,"disambiguate_user_profile,disambiguate_user_profile",inform_schedule_inspection,-1,-2,-3,-0.1,-0.13636363636363635,-0.9986132510942387,nlg,False,False,False,0,0,0.0
106,not_luhf,not_escalation,20,9,9,5,2,2,1,9,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.3333333333333333,0.15,1.103638323514327,nlu,False,False,False,3,3,1.103638323514327
107,luhf,not_escalation,16,7,7,2,4,1,0,7,2,"disambiguate_user_profile,disambiguate_user_profile",ask_additional_service,1,-2,-1,0.14285714285714285,-0.0625,-0.44932896411722156,nlg,False,False,False,0,0,0.0
108,not_luhf,not_escalation,23,11,11,4,6,1,0,12,0,,transportation_of_device,3,0,3,0.2727272727272727,0.13043478260869565,0.9499103081371595,nlu,False,False,False,1,1,0.31663676937905316
109,not_luhf,not_escalation,21,9,9,5,3,1,0,11,1,disambiguate_user_profile,propose_date,4,-1,3,0.4444444444444444,0.14285714285714285,1.049813247333466,nlu,False,False,False,1,1,0.3499377491111553
110,not_luhf,not_escalation,23,10,10,3,3,4,0,11,2,"disambiguate_user_profile,disambiguate_user_profile",propose_date,-1,-2,-3,-0.1,-0.13043478260869565,-0.9499103081371595,nlg,False,False,False,0,0,0.0
111,luhf,not_escalation,23,10,10,4,4,2,1,10,2,"disambiguate_user_profile,failed_schedule_warning",failed_schedule_warning,2,-1,1,0.2,0.043478260869565216,0.31663676937905316,nlg,False,False,False,0,0,0.0
112,not_luhf,not_escalation,19,8,8,2,4,2,0,10,1,disambiguate_user_profile,propose_date,0,-1,-1,0.0,-0.05263157894736842,-0.3867410234545012,nlg,False,False,False,0,0,0.0
113,not_luhf,not_escalation,24,11,11,7,3,1,1,11,1,disambiguate_user_profile,confirm_date_scheduled,6,0,6,0.5454545454545454,0.25,1.8071652714732123,nlu,False,False,False,3,3,0.9035826357366061
114,luhf,not_escalation,34,15,15,5,8,2,0,18,1,did_not_understand,time_asked_unavailable_propose_new,3,-1,2,0.2,0.058823529411764705,0.3653670481054692,nlg,False,False,False,0,0,0.0
115,luhf,not_escalation,30,14,14,4,6,4,0,15,1,disambiguate_user_profile,propose_date,0,-1,-1,0.0,-0.03333333333333333,-0.22313016014842982,nlg,False,False,False,-2,-2,-0.44626032029685964
116,not_luhf,not_escalation,31,14,14,7,2,5,1,14,2,"disambiguate_user_profile,asked_date_too_far",confirm_date_scheduled,2,-1,1,0.14285714285714285,0.03225806451612903,0.21224797382674304,nlu,False,False,False,3,3,0.6367439214802291
117,not_luhf,not_escalation,17,7,7,3,2,2,0,9,1,disambiguate_user_profile,propose_date,1,-1,0,0.14285714285714285,0.0,0.0,nlg,False,False,False,1,1,0.42741493194872665
118,not_luhf,not_escalation,26,12,12,6,3,3,1,12,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.25,0.11538461538461539,0.8175953791020378,nlu,False,False,False,3,3,0.8175953791020378
119,not_luhf,not_escalation,18,8,8,5,1,2,1,8,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.375,0.16666666666666666,1.2197089792217972,nlu,False,False,False,3,3,1.2197089792217972
120,not_luhf,not_escalation,40,18,18,9,6,3,2,20,0,,confirm_date_scheduled,6,2,8,0.3333333333333333,0.2,1.0826822658929016,nlg,False,False,False,2,2,0.2706705664732254
121,luhf,not_escalation,25,11,11,4,2,5,0,13,1,disambiguate_user_profile,ask_time_preference,-1,-1,-2,-0.09090909090909091,-0.08,-0.5730095937203802,nlg,False,False,False,0,0,0.0
122,not_luhf,not_escalation,29,13,13,6,5,2,1,13,2,"disambiguate_user_profile,did_not_understand",confirm_date_scheduled,4,-1,3,0.3076923076923077,0.10344827586206896,0.7037108642813928,nlu,False,False,False,3,3,0.7037108642813928
123,not_luhf,not_escalation,20,9,9,5,3,1,1,9,1,disambiguate_user_profile,confirm_date_scheduled,4,0,4,0.4444444444444444,0.2,1.4715177646857693,nlu,False,False,False,3,3,1.103638323514327
124,luhf,not_escalation,27,12,12,4,4,4,0,14,1,disambiguate_user_profile,ask_time_preference,0,-1,-1,0.0,-0.037037037037037035,-0.2592402606458915,nlg,False,False,False,0,0,0.0
125,luhf,not_escalation,24,10,10,5,2,3,0,12,2,"disambiguate_user_profile,no_dates_available",ask_time_preference,2,-2,0,0.2,0.0,0.0,nlg,False,False,False,0,0,0.0
126,not_luhf,not_escalation,28,13,13,3,8,2,1,14,0,,confirm_date_scheduled,1,1,2,0.07692307692307693,0.07142857142857142,0.49319392788321287,nlg,False,False,False,2,2,0.49319392788321287
127,not_luhf,not_escalation,18,8,8,4,3,1,1,8,1,disambiguate_user_profile,confirm_date_scheduled,3,0,3,0.375,0.16666666666666666,1.2197089792217972,nlu,False,False,False,3,3,1.2197089792217972
128,luhf,not_escalation,19,7,7,3,2,2,0,11,1,disambiguate_user_profile,no_dates_available_try_new_transportation_type,1,-1,0,0.14285714285714285,0.0,0.0,nlg,False,False,False,0,0,0.0
129,luhf,not_escalation,27,12,12,4,1,7,0,14,1,disambiguate_user_profile,ask_time_preference,-3,-1,-4,-0.25,-0.14814814814814814,-1.036961042583566,nlg,False,False,False,0,0,0.0
130,not_luhf,not_escalation,17,7,7,4,3,0,0,9,1,disambiguate_user_profile,propose_date,4,-1,3,0.5714285714285714,0.17647058823529413,1.28224479584618,nlg,False,False,False,1,1,0.42741493194872665
131,luhf,not_escalation,18,7,7,3,3,1,0,9,2,"disambiguate_user_profile,disambiguate_user_profile",propose_date,2,-2,0,0.2857142857142857,0.0,0.0,nlg,False,False,False,1,1,0.4065696597405991
